2010-01-01,0.13743103416,0.2175797511,0.37562557087,0.19160748125
2010-01-02,0.12256942522,0.25653138011,0.31339356751,0.2030910693
2010-01-03,0.22295635491,0.17201624961,0.36321362257,0.14407516718
2010-01-04,0.14201657072,0.24434773251,0.29526584297,0.22392545668
2010-01-05,0.11752875148,0.23327444642,0.30796132981,0.20067225285
2010-01-06,0.18839012609,0.2010930024,0.20715072156,0.26158595458
2010-01-07,0.23235523403,0.1541560894,0.29700166584,0.20992925725
2010-01-08,0.1787748076,0.2041344326,0.25903161557,0.19885957763
2010-01-09,0.15335022193,0.19470914901,0.35012113676,0.17529314087
2010-01-10,0.1163256324,0.20106723271,0.31938639356,0.2249688644
2010-01-11,0.17678379192,0.17106358819,0.30846563466,0.24987797551
2010-01-12,0.19161435255,0.16498544144,0.24030403271,0.20951211082
2010-01-13,0.11932339966,0.16136418655,0.41471875459,0.20787047707
2010-01-14,0.13093901611,0.14093357139,0.36709633767,0.19935930223
