retweets;favorites;text;mentions;hashtags
0;0;Microsoft Virtual Desktop Infrastructure (VDI) Explained | TechNet Edge http://bit.ly/8VTsmF;;
0;0;" Microsoft Rings in 2010 with Commercial Cloud Services -- Enterprise Systems" http://j.mp/8MRgHE;;
0;0;Microsoft shares blame (of course) for Chinese breaches of Google, Adobe, at least 31 other companies: http://bit.ly/8E9DBv;;
0;0;Ironically had some technical difficulties presenting at a Microsoft facility. Still managed.... #140conf;;#140conf
0;0;Microsoft CEO says no China exit: http://bit.ly/4P1Vsk;;
0;0;RT @alleyinsider Longtime Microsoft Exec Bill Veghte Leaves - http://bit.ly/61X1yW;@alleyinsider;
0;0;Microsoft glitch sends texts from the 'future' http://edition.cnn.com/2010/TECH/01/12/microsoft.2016.bug/index.html;;
0;0;@Cardoso : Se a Microsoft ler seu twitte e matar comicsans, nós, alienados tipográficos, matamos você! xD;@Cardoso;
0;0;Check out - Spark1duh? and Microsoft Windows Making Dollars! Contest Jan 14 @1:00PM http://tinyurl.com/y8orqck;@1;
0;0;Longtime Microsoft exec Veghte leaving http://bit.ly/8AKw8e;;
0;0;#10: Universal USB Wall Charger for Apple Ipod Mp3 Shuffle Nano Video Touch Classic Iphone, Microsoft Zune 30gb 80gb 4g http://url4.eu/18BqS;;#10
0;0;Microsoft CEO says no China exit http://fb.me/4rgsDe6;;
1;0;Google is a silent partner in Microsoft , Apple and McDonalds. #OMGfactsimadeup;;#OMGfactsimadeup
0;0;Wow, this 360 isn't even a month old and I just got red ringed. Fuck you, Microsoft "oh, we fixed it!" It's worse than before! Cunts.;;
0;0;185 Lawyers Signed up for Avvocating: Advanced Training for Lawyers. Spekaers from Google Microsoft LinkedIn Facebook. http://bit.ly/5PmmrF;;
0;0;Wired: Google Fights China; Will Yahoo and Microsoft Follow? http://ow.ly/WCPj >> Ahora se lamentan, despues de aceptar censura;;
0;0;DAILY: handle documents- done, swimming workout-done, teaching microsoft powerpoint- done, giving a therapy to a friend- done :);;
0;0;Visual Studio 2010 launch set for April 12: Visual Studio 2010, the launch of which Microsoft delayed last mont.. http://bit.ly/6Nd9gZ;;
0;0;Microsoft Search Engine Optimization Tool Available -- Redmondmag.com http://ff.im/-ejTzn;;
0;0;Longtime Microsoft Exec Bill Veghte Leaves (MSFT) http://bit.ly/73GIOB;;
0;0;#ukgc10 "Not everyone has Microsoft Word, so don't fucking use it when RTF is good enough" as an adamtalk? (aka cross-* practices);;#ukgc10
0;0;STB News Bytes blog : Understanding the News from Microsoft and HP http://bit.ly/5lQOoO;;
0;0;Longtime Microsoft exec Veghte leaving http://bit.ly/7e2i3g;;
0;0;Microsoft CEO says no China exit | Reuters - http://bit.ly/9132bb;;
0;0;Microsoft unveils commercial Azure cloud pricing http://bit.ly/7ENuLY;;
0;0;New: Microsoft won't quit China, Steve Ballmer says http://www.proinvests.com/microsoft-wont-quit-china-steve-ballmer-says/;;
0;0;Annonce officielle de Slate, tablette tactile de ... HP et Microsoft ! Hmmm j'avais loupé ça au CES http://bit.ly/6HIAmx;;
1;2;Microsoft now confirms that Google and other companies were breached through IE flaw, not just Adobe. http://bit.ly/6eS4dv;;
0;0;UMILA (sic) OS NOOB. =P RT @bqeg Eu sou blogueiro E tenho 4 certificações Microsoft , pô.;@bqeg;
0;0;#Insiderhandel Long-time Microsoft exec Veghte to leave company http://bit.ly/4xJfET #Stockmarket;;#Insiderhandel #Stockmarket
0;0;Browsing: How Much Do Google, Microsoft , And Other Tech Companies Pay? http://bit.ly/4AgOZz;;
0;0;#Web BoomTown’s 1998 Rob Glaser Profile: A Web Pioneer Does a Delicate Dance With Microsoft [BoomTown] - http://tinyurl.com/yk9nxt4;;#Web
0;0;#Web Microsoft : Don’t Be Evil is Google’s Motto, Not Ours … [Digital Daily] - http://tinyurl.com/ygwv6o8;;#Web
0;0;Microsoft and HP Ink Cloud, Virtualization Pact that combines virtualization, system mngmt, and cloud computing. http://bit.ly/8DEz2U;;
0;0;microsoft says no China exit http://bit.ly/4xdZL5;;
0;0;Microsoft discloses zero-day IE flaw used in China attacks http://bit.ly/5a4Hec;;
0;0;Microsoft discloses zero-day IE flaw used in China attacks: Organizations, as a result, must be on the lookout for... http://bit.ly/4JX0Nh;;
0;0;Microsoft discloses zero-day IE flaw used in China attacks: Organizations, as a result, must be on the lookout for... http://bit.ly/4qDPDR;;
1;0;Microsoft discloses zero-day IE flaw used in China attacks http://bit.ly/7hLoNV;;
0;0;NEWS/ Microsoft issues advisory on Internet Explorer zero-day: Targeted attacks against Google, Adobe and other fi... http://bit.ly/7wZuyw;;
0;0;RT @81megs *Rumor* Microsoft reportedly plans to launch Windows Mobile 6.6 in Feb 2010 to strengthen its competitiveness ... - love tech ...;@81megs;
0;0;Eu sou blogueiro E tenho 4 certificações Microsoft , pô.;;
0;0;Longtime Microsoft exec Veghte leaving http://bit.ly/7yPwSR;;
0;0;Microsoft Visual Studio 2010 launch re-set for April 12 (Yahoo! News) http://bit.ly/5uFXvQ;;
0;0;RT @itm_enterprise : IBMが Microsoft Exchangeから30万ユーザー奪取。:IBMのLotusLiveをパナソニックが採用へ、28万人ユーザー獲得 ^sato http://bit.ly/5j9PAS;@itm_enterprise;
0;0;Momento Macumba: Microsoft diz que Google enfrentará os mesmos problemas do Zune com o Nexus One http://bit.ly/6k1nZx;;
0;0;MM: Momento Macumba: Microsoft diz que Google enfrentará os mesmos problemas do Zune com o Nexus One http://bit.ly/84M9GC;;
0;0;Microsoft falls to third in the current gen console sales race during the month of December. http://bit.ly/8k9S7R;;
0;0;Momento Macumba: Microsoft diz que Google enfrentará os mesmos problemas do Zune com o Nexus One http://bit.ly/4PzKRr (via @macmagazine );@macmagazine;
0;0;There's no need for a new Xbox says Microsoft | Technology ... http://bit.ly/8iSBnG;;
0;0;Evento Office 2010 da Microsoft rolando em Sao Paulo e eu nao fui chamado. #mimimi;;#mimimi
0;0;Microsoft Warns of IE Zero-day Used in Google Attack- A McAfee discovery of a previously unknown security hole affe... http://bit.ly/4zTRUy;;
0;0;If Microsoft / Yahoo Deal Goes Through: adCenter Will Replace Yahoo Search ... http://bit.ly/83raML;;
0;0;If Microsoft / Yahoo Deal Goes Through: adCenter Will Replace Yahoo Search ...: If the Microsoft & Yahoo do end up... http://bit.ly/8sGU9X;;
0;0;Bing And Google Gain Search Share Again In December (GOOG, MSFT, YHOO): Microsoft 's Bing continues to gain share o... http://bit.ly/5Ragcc;;
0;0;Microsoft 's Ballmer: We're staying in China http://bit.ly/83l30A;;
0;0;An updated guide to common Microsoft software versions: In July 2009, I posted a table that outlined a number of M... http://bit.ly/4tluhf;;
0;0;An updated guide to common Microsoft software versions http://bit.ly/7xakJz;;
0;0;What Can Facebook, Yelp and Microsoft Teach the White House? http://bit.ly/6syIpO;;
0;0;What Can Facebook, Yelp and Microsoft Teach the White House? http://bit.ly/734vA6;;
0;0;What Can Facebook, Yelp and Microsoft Teach the White House? http://bit.ly/4ogkhs;;
0;0;What Can Facebook, Yelp and Microsoft Teach the White House? http://bit.ly/7bxa8v;;
0;0;MacMagazine: 'Momento Macumba: Microsoft diz que Google enfrentará os mesmos problemas do Zune com o Nexus One' (http://oia.la/As0);;
1;0;If Microsoft / Yahoo Deal Goes Through: adCenter Will Replace Yahoo Search ...: If the Microsoft & Yahoo do.. http://bit.ly/5SUqmO;;
0;0;Microsoft just publicly apologized for the fact that IE6 was partially responsible for the Chinese cyber attacks. http://bit.ly/6ctYIU;;
0;0;A cobra ta fumando... McAfee diz que é culpa da Microsoft o ataque que o Google sofreu na china... ma que suruba!!! http://bit.ly/7Q11xU;;
0;0;RT @BreakingNews Microsoft won't pull out of China, CEO Steve Ballmer tells CNBC after Google decision to leave - http://bit.ly/4JylqT;@BreakingNews;
0;0;RT @hdmoore : and here is the Microsoft advisory (courtesy of @julianor ): http://bit.ly/8qzsUO;@hdmoore @julianor;
0;0;@microsoft _cares home.live.com. There's nothing to bring me back. There are better alternatives for everything it does.;@microsoft;
0;0;@Ronnie2k -----Just wondering, is it possible for a patch to go through submission and be declined by microsoft ? 360 patch-- taking a while;@Ronnie2k;
0;0;Blog: Microsoft CEO; no China exit; will abide by law http://www.chinablast.com/microsoft-ceo-no-china-exit-will-abide-by-law/;;
0;0;#1: Microsoft Encarta Reference Library 2005 http://ow.ly/16la5F;;#1
0;0;#1: Microsoft Encarta Reference Library 2005 http://ow.ly/16la5D;;#1
0;0;#3: Microsoft Office Standard Edition 2003 [OLD VERSION] http://ow.ly/16la5B;;#3
0;0;#3: Microsoft Office Standard Edition 2003 [OLD VERSION] http://ow.ly/16la5z;;#3
0;0;Review of Microsoft Windows XP Professional SP3 32-bit for System Builders - 1 pack http://bit.ly/6PMJbd;;
0;0;From NewsOnQ: Microsoft CEO says no China exit (http://cli.gs/g07sb) http://cli.gs/g07sb;;
0;1;Save on wireless Microsoft #computer mice in cool colors - http://is.gd/6hkdk;;#computer
0;0;Microsoft CEO says no China exit (Reuters): Reuters - Microsoft Corp has no plans to pull out of China, its chief executive said ...;;
0;0;Nintendo Wii exibirá filmes e séries de TV da web ;acordo Netflix que já oferece filmes em streaming PlayStation 3 e ao Microsoft Xbox 360;;
0;0;Okay I give on this microsoft excel assigment for now.. its giving me a migrane.. will try again later after i get a small break!!;;
0;0;Vulnerability in Internet Explorer Could Allow Remote Code Execution -- http://bit.ly/8qzsUO << Microsoft Security Advisory (979352);;
0;0;$9.99 http://www.alldealscoupons.com/t.php?i=22576&d=2010-01-14 Mice/Trackballs: MICROSOFT Wireless Mobile Mouse 3000 USB - OEM - Black;;
0;0;Targeting IE6, what else is new... --> Microsoft discloses zero-day IE flaw used in China attacks: http://bit.ly/4CkxEX /via @SCMagazine;@SCMagazine;
0;0;http://bit.ly/6B0rCz If Microsoft / Yahoo Deal Goes Through: adCenter Will Replace Yahoo Se.. http://bit.ly/7W5sui;;
0;3;IBMが Microsoft Exchangeから30万ユーザー奪取。:IBMのLotusLiveをパナソニックが採用へ、28万人ユーザー獲得 ^sato http://bit.ly/5j9PAS;;
0;0;Google to Rank Tweets: In the latter part of 2009 both Google and Microsoft struck deals with Twitter almost simul... http://bit.ly/4zsmc7;;
0;0;Microsoft Update、追加選択なものがいくつかまだ残っているのです……;;
1;0;echt gelachen met dit Microsoft team: http://urlzap.net/xd ofte waarom je photoshop werk niet naar india moet outsourcen;;
0;0;NPD sales numbers for December 2009 revealed http://dfffq.th8.us #Sony #Microsoft #Nintendo #ps3 #Xbox360 #Wii #videogames;;#Sony #Microsoft #Nintendo #ps3 #Xbox360 #Wii #videogames
0;0;Sigue saliendo el "Error en el cierre de sesión" cuando salgo del #hotmail , que hago mal? o será otro errorcito de los productos #microsoft;;#hotmail #microsoft
0;0;$ GOOG :GOOGLE, or microsoft or four season brand or citigroup or fairmont brand all have to applied by the rules http://tinyurl.com/y9vj8vj;;
0;0;Chinese hackers exploited flaw in Microsoft 's Internet Explorer: McAfee http://bit.ly/57ZK1Y;;
0;0;ACTSolution.net offers consulting, support, and troubleshooting for Microsoft Office Sharepoint Portal Server;;
0;0;Name:ZAPHOD,OSVer: Microsoft Windows NT 6.1.7600.0,Procs:4,User:Cord;;
0;0;Microsoft Support Relief Efforts Haiti http://bit.ly/78sCqL (via @msftcitizenship) /Why not 150 millions rather than 1.5 millions?;@msftcitizenship;
0;0;FYI: Microsoft 's Ballmer: We're staying in China http://bit.ly/4QbPJV;;
0;0;@kebernet I'll comment on that link - " Microsoft is bad for America";@kebernet;
0;0;just voted " Microsoft " on "Apple or Microsoft ???" vote too ➔ http://bit.ly/7Cn0ZG;;
0;0;Attack on Google exploited Microsoft browser: McAfee: The Web server you are attempting to reach has a list of IP ... http://bit.ly/8r6MY4;;
0;0;Anyone used Microsoft Remote Desktop for Mac, is it better than CoRD?;;
0;0;Microsoft CEO says no China exit: report http://bit.ly/5jAgHo;;
0;0;Update Adobe Flash Immediately, Says Microsoft [Business | Microsoft ] http://bit.ly/6SihX2;;
