retweets;favorites;text;mentions;hashtags
0;1;Apple to unveil tablet in January, ship in March - WSJ - Apple Insider: NEWS.com.auApple to unveil tab.. http://bit.ly/92a10x ❁;;
0;0;Apple Tablet Scheduled to Begin Shipping in March? Two Different Material Casings Being Considered?: The Wall .. http://bit.ly/4QVaCs;;
0;0;#apple Big Apple Takes A Bite Out Of LA Tourism - LA Weekly (blog) http://bit.ly/4Vp088;;#apple
0;0;RT @mashable Apple Tablet to Ship in March for Around $1000 [REPORT] http://bit.ly/6A966E;@mashable;
0;1;The finished product, my favorite apple pie http://twitpic.com/wp5s2 w/ Lynns piecrust recipe @lynnskitchenadv http://tinyurl.com/yll9q2a;@lynnskitchenadv;
0;0;I just googled Apple Tablet cause it's a TT & wow! A huge iPhone. That is rad!!;;
0;0;@mydemocracy Major Apple Product Announcement Set for Wednesday, Jan. 27 http://bit.ly/6TxDOi;@mydemocracy;
0;0;Apple tablet is a oversized iTouch or does it have phone capabilities..!;;
0;0;Apple Tablet on trending topics;;
0;0;Steam powered iPod generator http://www.boingboing.net/2009/04/09/steam-powered-ipod-g.html #apple;;#apple
0;0;Apple iPod Nano 5th... Discount Price @http://bit.ly/8GC4P6;@http;
0;0;RT @slashdot : Apple Orders 10 Million Tablets? http://bit.ly/8DOQaF;@slashdot;
0;0;Apple Tablet Scheduled to Begin Shipping in March? Two Different Material Casings Being Considered?: The Wall .. http://bit.ly/4QVaCs;;
0;0;@VSOHOTT noo. i have the new one too. but the Apple Tablet is kynda like a netbook. its a waste if its 1000 dollars...;@VSOHOTT;
0;0;Apple Tablet to Ship in March for Around $1000 http://bit.ly/6Zg4vh (via @mashable ) Non é un pò troppo 1.000$ ? Staremo a vedere...;@mashable;
0;0;Wouldn't that be fun! Top 3 Tablet Prototypes Being Considered by Apple http://bit.ly/4TmuKk Vote 1 or 3 pls! #iSlate (via @activrightbrain );@activrightbrain;#iSlate
0;0;RT @brianrose : "iSlate" is an odd name. I keep reading it as, " Apple Is Late.";@brianrose;
0;0;I am enjoying this apple like you would not even believe.;;
0;0;POST: NYC nation's No. 1 tourist stop, topping Los Angeles and Orlando: The Big Apple is on top again among tourist... http://bit.ly/6S9myY;;
0;0;I favorited a YouTube video -- Everyone likes Apple Computers, even Bill Gates!! http://youtu.be/GvskEGWMLp4?a;;
0;0;WSJ: Apple tablet device to be 10 inches, "shipping in March." http://ff.im/-dNjYE (via @iphonetastic )//excited about upcoming Apple event!;@iphonetastic;
0;0;❀ 39% off Apple Embroiedered Tunic-Top still available in many sizes http://bit.ly/7bzCyG;;
0;0;Report: Apple scheduling Jan. 27 media event http://bit.ly/5edEHN;;
0;0;Apple 's tablet finaling announced? shipping March? http://tinyurl.com/yfks9d4 come on CES....;;
0;0;RT @freesamplesws Retweet to Get Free Samples & Win a New Apple iPod Nano! http://bit.ly/8sFhvN;@freesamplesws;
0;0;Umami Oyster – Beets, Apple , Leek, Finger Limes, Creme Fraiche, Bacon, Osetra Caviar http://tinyurl.com/ygyrluq;;
0;0;Apple tablet to ship in March, says WSJ; speculation keeps growing http://ow.ly/16gzG2;;
0;0;10 Cool Apple MacBook Stickers http://yv2.me/dSih via http://YourVersion.com;;
1;0;http://i.imgur.com/5C8Qn.jpg Cool diagram of how America has changed in a decade. Apple Tablet is awesome btw.;;
0;0;Apple to unveil tablet in January, ship in March - WSJ - Apple Insider: NEWS.com.auApple to unveil tablet in Ja.. http://bit.ly/7sMODh;;
0;0;Apple iMac (27-inch/Core i5): The Fastest Stock iMac Model Ever. Review by Danny Allen http://bit.ly/5f6dFY #apple #imac;;#apple #imac
0;0;@thekatielynch we lead parallel Apple store lives. I'm going to the Leawood store tonight to pick up my laptop after a repair;@thekatielynch;
0;0;Apple tablet to be 10 inches & shipping in March http://bit.ly/6R1m02 question: what does it looks like & what's the official name? #Apple;;#Apple
0;0;RT @techglance Apple Tablet shipping in March http://ow.ly/16gzrD / #kindle #iSlate;@techglance;#kindle #iSlate
2;1;Latest bead on the Apple tablet, March and $1000 (WSJ): http://tinyurl.com/yca9c86;;
0;0;Rumorous Maximus: Apple Getting iPhone 4.0 Beta, Resolution Independent SDK Ready for Developers?! http://bit.ly/5hFSkq;;
0;0;RT @TUAW WSJ: Apple tablet device to be 10 inches, "shipping in March." http://bit.ly/8McWtC [post];@TUAW;
0;0;Just entered to win an Apple Tablet - to enter and keep up with all the latest follow @whythemobile and RT http://bit.ly/5yyi0m #islate;@whythemobile;#islate
0;0;@michaeleast Apple to unveil tablet in January, ship in March - WSJ - Apple later this month will pre - AppleInsider http://minu.ws/Z1jpt;@michaeleast;
2;0;もう一回あげとくか RT @cipher : Apple iSlate Specs Revealed - http://tr.im/Jq3X;@cipher;
0;0;More talk of a major Apple event on January 27th http://bit.ly/7l1kRZ;;
0;0;Sweet. WSJ reporting Apple tablet to ship in March, 10-11", $1K http://bit.ly/4rZtX0 We should get the details Jan 27;;
0;0;Bruins Bring Two-Game Winning Streak to Big Apple - Boston Bruins ... http://bit.ly/4KwM1t;;
