retweets;favorites;text;mentions;hashtags
0;0;How will Microsoft 's coming Annus Horribilis pan out? http:// j.mp/U3pqGa;;
0;0;Foxconn fabricará en 2013 el smartphone de Microsoft : Habitualmente bien informados, los chicos de DigiTimes afi... http:// bit.ly/11f9tmK;;
0;0;Foxconn fabricará en 2013 el smartphone de Microsoft http:// bit.ly/11f9tmK Vía blog.a1arte;;
0;0;RT @RedmondPie : Windows Phone 7.8 Coming To New And Existing Hardware Early Next Year, Confirms Microsoft http:// bit.ly/Y72kXW;@RedmondPie;
0;0;http:// yhoo.it/QN3swQ : Microsoft CEO defends its innovation record, financial results -- Reuters;;
1;0;Just had to add "dubstep" to my Microsoft Word dictionary. I'm sorry, English language. I'm so sorry. #fb;;#fb
0;0;Microsoft Reportedly Planning OS X-Style Cheap, Annual Windows Updates - TechCrunch: IBNLiveMicrosoft Reportedly... http:// bit.ly/10YU1vV;;
0;0;Viete co mame spolocne ja, Anna Faris, Pavol Demitra, Jacques Chirac a logo Microsoft ? :D;;
0;0;Skype for iOS Updated With MSN Messenger Support, Retina Emoticons, and More: Microsoft updated their mobile Skype... http:// dlvr.it/2YNTbd;;
0;0;Microsoft reporta la venta de 40 millones de licencias de Windows 8 http:// cachicha.com/2012/11/micros oft-reporta-la-venta-de-40-millones-de-licencias-de-windows-8/ … #cachicha;;#cachicha
0;0;Paper due tomorrow? Well, in the last 30 minutes I've opened up Microsoft Word...;;
0;0;Microsoft already developing Windows 8 successor, report says http:// goo.gl/fb/WBJ0d;;
0;0;Skype se actualiza fusionando varios servicios de Microsoft http:// dlvr.it/2YK6Tx;;
0;0;RT @msftcitizenship: @UNIDO partnering w/ Microsoft at the Int. Conf. on Productive Work for Youth #Tunisia : http:// bit.ly/TrcpYK #youthspark;@msftcitizenship @UNIDO;#Tunisia #youthspark
0;0;Tablet Pc Microsoft Touchscreen Phone Sony , Projectorlu Telefon Samsung ? birileri ilk applemi yapti dedi ?;;
0;0;@Zmerch_ @ZmerchDOCI Microsoft Attacks Google Shopping, but I'm Not Buying It http:// bit.ly/11eZP3v Zmerch News dot Com;@Zmerch_ @ZmerchDOCI;
0;0;Skype for iOS Updated With MSN Messenger Support, Retina Emoticons, and More: Microsoft updated thei... http:// bit.ly/10YTVo7 #mac #apple;;#mac #apple
0;0;Steve Ballmer says Microsoft should have pursued the tablet space earlier, more aggressively. http:// bit.ly/SffuvM #wp;;#wp
0;0;Just aced my exam! Thank you Microsoft OneNote!!;;
0;0;Microsoft Reportedly Planning OS X-Style Cheap, Annual Windows Updates: Microsoft might be… http:// goo.gl/fb/Mw2NG;;
0;0;Foxconn fabricará en 2013 el smartphone de Microsoft : Habitualmente bien informados, los chicos de DigiTimes afi... http:// bit.ly/11f9tmK;;
1;0;Submissions are still open for the 2013 Microsoft Imagine Cup: All Dreams Welcome! http:// bit.ly/V1LV1l cc: @SJSU;@SJSU;
0;0;Microsoft CEO defends its innovation record, financial results - Reuters http:// bit.ly/V1Ohx6;;
0;0;Semalem mimpi punya microsoft surface haha;;
0;0;Steve Ballmer says Microsoft should have pursued the tablet space earlier, more aggressively. http:// shar.es/6q5Tp #Tablette #Surface;;#Tablette #Surface
1;0;Users Report Problems with Windows Phone 8 Devices | CIO Today http:// shar.es/6q5UF #AT &T #FF #Microsoft #iPhone #iOS;;#AT #FF #Microsoft #iPhone #iOS
0;0;Microsoft : Don't Get 'Scroogled' By Google Search Results: Image: http:// img.scoop.it/8LDF2Nk7_dlkis SROQMLRDl72e … ... http:// bit.ly/10YTKZQ;;
0;0;IonGrid's iPhone Security Tools Stress Flexibility: Strong Microsoft Office document rendering features may help... http:// bit.ly/Y7bvr9;;
0;0;IonGrid's iPhone Security Tools Stress Flexibility: Strong Microsoft Office document rendering features may help... http:// bit.ly/Y7bvr9;;
0;0;IonGrid's iPhone Security Tools Stress Flexibility: Strong Microsoft Office document rendering features may help... http:// bit.ly/Y7bvrc;;
0;0;IonGrid's iPhone Security Tools Stress Flexibility: Strong Microsoft Office document rendering features... http:// bit.ly/Y7by6p #InfoSec;;#InfoSec
0;0;IonGrid's iPhone Security Tools Stress Flexibility: Strong Microsoft Office document rendering features... http:// bit.ly/11f9gjB #InfoSec;;#InfoSec
0;0;Security News - IonGrid's iPhone Security Tools Stress Flexibility: Strong Microsoft Office document rendering f... http:// bit.ly/Y7bvr9;;
0;0;#securitynews IonGrid's iPhone Security Tools Stress Flexibility: Strong Microsoft Office document rendering fea... http:// bit.ly/V1O90z;;#securitynews
0;0;IonGrid's iPhone Security Tools Stress Flexibility: Strong Microsoft Office document rendering features may help... http:// bit.ly/V1O90z;;
0;0;SAN FRANCISCO (AP) -- Microsoft says the latest version of its Windows operating system is off to a great st #AP #News http:// goo.gl/xQflZ;;#AP #News
0;0;microsoft office 2013 is perfect;;
0;0;Microsoft gets nasty with Scroogle anti-Google site: Microsoft has reportedly launched a website called "Scroogled"... http:// dlvr.it/2YNSzP;;
0;0;Microsoft ads deride Google as bad place to shop - http:// Equities.com http:// bit.ly/QN3ip1;;
0;0;TeknoUp: Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// goo.gl/VzKI7;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// dlvr.it/2YNSrs;;
0;0;Microsoft Campaigns: Don't Get Scroogled by Google http:// dlvr.it/2YNSq2;;
0;0;When microsoft word takes a shit and you lose notes #NOTATHING <<<<<<<;;#NOTATHING
0;0;Team Collaboration: Using Microsoft Office for More Effective Teamwork: Team Collaboration: Using Microsoft Offi... http:// bit.ly/V1O4dt;;
2;0;Big thanks to our Major Sponsors for #HunterDiGiT2012 @Microsoft & Regional IT tickets to the expo still available http://www. hunterdigit.com.au/hunter-region- digital-economy-expo-2012/programme-hunter-region-digital-economy-2012/ …;@Microsoft;#HunterDiGiT2012
0;0;Microsoft 's ads deride Google a bad place to shop Microsoft 's ads deride Google a bad place to shop http:// jakpost.com/1XYw;;
4;0;RT @Microsoft _EDU: 500 educators from 80 countries @MicrosoftPIL Global Forum. Follow #PiLGF to track what's happening!;@Microsoft @MicrosoftPIL;#PiLGF
0;0;@Cielo_br bom! mas vou ficar feliz mesmo quando fizerem uma parceria com a @microsoft _br e oferecer pagamento via #NFC;@Cielo_br @microsoft;#NFC
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// dlvr.it/2YNSlq #ctz;;#ctz
0;0;Windows Blue: Microsoft 's Plan To Release a New Version of ... http:// goo.gl/z30uB;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// goo.gl/CQ3Sc #TeknoUp;;#TeknoUp
1;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// goo.gl/rNbyN #LintasTekno;;#LintasTekno
0;0;[TEKNO] Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// goo.gl/NhbXA #Tomohon .Info;;#Tomohon
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// goo.gl/jTwue;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// dlvr.it/2YNSjf #NewsUpdates;;#NewsUpdates
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// dlvr.it/2YNShb;;
1;0;12 Facts from Microsoft Shareholder Meeting Worth Knowing http:// zite.to/Sr5vVr;;
0;0;Windows Phone 7.8 Coming To New And Existing Hardware Early Next Year, Confirms Microsoft http:// bit.ly/Y72kXW ( #Iphone );;#Iphone
0;0;Windows Phone 7.8 Coming To New And Existing Hardware Early Next Year, Confirms Microsoft http:// bit.ly/Y72kXW ( #Iphone );;#Iphone
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// tinyurl.com/c9glp28;;
0;0;amanhã é prevista a chegada dos meus microsoft points e vo poder baixar os DLC *-*;;
0;0;TechnoUp: Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang... http:// bit.ly/11f8X8a;;
0;0;update baru gan --> Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Nex... http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// tinyurl.com/ccgmnjl;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// bit.ly/11f8X8a;;
0;0;Microsoft Reportedly Planning OS X-Style Cheap, Annual Windows Updates http:// bit.ly/V1NWKO;;
1;0;. @escoz On Monday, I start work at Microsoft in the Skype Division on the Windows Phone app. In a month I will be moving to Stockholm.;@escoz;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// bit.ly/11f8X8a;;
0;0;downloading Microsoft office so i can finish my stupid spanish thing...;;
2;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/10YTmKX;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a;;
0;0;Microsoft 's promises slow upgrade for loyal Phone 7 customers - Getting Phone 8 in form, but not in function http:// goo.gl/u2c8L;;
0;0;@newbiesBB Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The N... http:// bbnew.be/11f8YJr #bbnewbies;@newbiesBB;#bbnewbies
0;0;@newbiesBB Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The N... http:// bbnew.be/11f8YJr #bbnewbies;@newbiesBB;#bbnewbies
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// bit.ly/11f8X8a;;
0;0;Microsoft DEALS - $799 Vizio Core i7 15.6" 1080p SSD Thin Laptop HOT #Microsoft #deals #coupons At http:// supsn.com/u/87043;;#Microsoft #deals #coupons
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next Web yang berasal d... http:// bit.ly/11f8X8a;;
0;0;louta technology: Microsoft 's Touch Mouse gets Windows 8 Support http:// louta-technology.blogspot.com/2012/10/micros ofts-touch-mouse-gets-windows-8.html?spref=tw …;;
0;0;【ビジネス】 Microsoft Office Professional 2010 アカデミック http://www. amazon.co.jp/gp/product/B00 3FZABXI?tag=associd-22&linkCode=asn&creative=6343 … [8:57];;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// j.mp/VeTQfq via #tekno #ZITH;;#tekno #ZITH
5;0;残念、来年でした。 / Microsoft 、Windows Phone 7.8を来年初頭にリリースへ - ITmedia ニュース http:// bit.ly/UsTM9K #wpjp;;#wpjp
0;0;Microsoft oferece curso online gratuito de Linux para profissionais de TI - TI pessoal - IDG Now! http:// lnkd.in/5xrVxi;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a;;
0;0;4 Tips and Tricks to Use Microsoft Word Like a Pro http:// bit.ly/V6TXUQ via @shaanhaider;@shaanhaider;
0;0;Microsoft MedicineCabinet app aims to help patients recognise adverse events - http:// vsb.li/XflaDF;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/Y7biV3;;
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a #TeknoUp;;#TeknoUp
0;0;kabar bagus nih, Windows Blue, Sistem Operasi dari Microsoft Selanjutnya?: Berdasarkan informasi dari The Next W... http:// q.gs/2gRgB;;
0;0;#TeknoUpdate : Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a;;#TeknoUpdate
0;0;Windows Blue, Sistem Operasi dari Microsoft Selanjutnya? http:// bit.ly/11f8X8a [TeknoUp];;
0;0;Oggi, non pochi anni fa, nasceva il nome Microcomputer Software ---> Microsoft #Gates;;#Gates
0;0;Useful Microsoft Word tools for academic work http:// tinyurl.com/3bbch4r;;
0;0;Microsoft vende 40 millones de Windows 8 en su primer mes http:// fb.me/1VtvpUD6A;;
0;0;#Microsoft a-t-il vraiment vendu 40 millions de Windows 8 ? - http:// goo.gl/DSvxa;;#Microsoft
0;0;@int3r9a1actic yes, Microsoft .;@int3r9a1actic;
0;0;Depois de rumores e afirmações de pessoal da Microsoft , a mesma já se pronunciou, só em 2013. http:// fb.me/2a8URVNTu;;
0;0;“Team Collaboration: Using Microsoft ® Office for More Effective Teamwork - O'Reilly Media” http:// htn.to/ML4h5b;;
0;0;@microsoft @bizspark @DouglasCrets have some VERY fun problems to solve potentially with #kinect tech... who should I speak to? DM plz;@microsoft @bizspark @DouglasCrets;#kinect
0;0;Microsoft already developing Windows 8 successor, report says http:// fb.me/2o76qsHHu;;
0;0;The search wars have officially reached a new low. Microsoft just launched a site called Scroogled http:// ow.ly/fF9Nq;;
0;0;Microsoft already developing Windows 8 successor, report says http:// bit.ly/QN33dy;;
0;0;Windows Blue is Microsoft 's future low-cost OS with yearly updates http:// vrge.co/TlgFso via @verge #OS #Windows8;@verge;#OS #Windows8
0;0;Microsoft Security Essentialの定義ファイルがアップデートしました：1.141.680.0 > http://www. microsoft.com/security/porta l/Definitions/WhatsNew.aspx?version=1.141.680.0&Release=Released&Package=AM … #Microsoft;;#Microsoft
0;0;Le retour reussi de Nokia et microsoft ? @JournalDuGeek : Le Nokia Lumia 920 en rupture de stock http:// goo.gl/fb/WsJTh ”;@JournalDuGeek;
0;0;Amazon Phone Good, Surface Phone Bad: Rumors are swirling today about two tech giants, Amazon and Microsoft , bot... http:// bit.ly/V1NLiL;;
0;0;#DallasFreeStuff Microsoft XP Home disc, PC game software and Microsoft joystick (Mid Cities): FREE! Recovery d... http:// tinyurl.com/cl9uesb;;#DallasFreeStuff
0;0;@TimmSargent hence the "does not work at Microsoft " part.;@TimmSargent;
0;0;Windows Blue: Microsoft 's Plan To Release a New Version of ... http:// goo.gl/z30uB;;
0;0;Microsoft Windows7 Professional 64bit 日本語 DSP版 + メモリ [DVD-ROM] [DVD-ROM] http:// amzn.to/u80c0s;;
0;0;article about microsoft switching their focus http:// goo.gl/jYbKX #bus311 #sysdev;;#bus311 #sysdev
0;0;Microsoft 's promises slow upgrade for loyal Phone 7 customers http:// goo.gl/fb/N6Rff #tech #technology;;#tech #technology
0;0;“ @AP : Microsoft ads deride Google as bad place to shop: http:// apne.ws/YrAMvh -CC”. @cheapSneaks agrees...www.stores.ebay.com/cheapSneaks;@AP @cheapSneaks;
0;0;Rumor: Microsoft to Push Yearly OS Updates with "Windows Blue": Shortly after the release of Windows 8 and Windo... http:// go.ign.com/V1GZJL;;
0;0;Rumor: Microsoft to Push Yearly OS Updates with "Windows Blue": Shortly after the release of Windows 8 and Windo... http:// adf.ly/FP27L;;
5;7;Microsoft 's 7-Year Old Xbox 360 Puts up Impressive Black Friday Numbers http:// bit.ly/StUott;;
0;0;http:// engt.co/Ys18xc ( Microsoft lanzará un parche para solucionar los reseteos de Windows Phone 8);;
0;0;Player acaba de completar Tartaruga e sua pontuação foi 22.644 em Microsoft Mahjong.;;
0;0;Microsoft inició la "guerra" contra Google acusando a su máquina de búsqueda http:// dlvr.it/2YNRnS;;
0;0;How to Install a Mouse in a Sony Vaio http:// dlvr.it/2YNRlr #Microsoft #Wireless #Mouse;;#Microsoft #Wireless #Mouse
0;0;【 Microsoft 関連ニュース】 国内ベンダー5社、マイクロソフトのクラウドサービスを展開へ - ITmedia http:// dlvr.it/2YNRlL;;
